=== PAGE 1 ===
# UN Comtrade (comtradeapi.un.org public preview API, annual HS data) rows retrieved 2026-09-24, reshaped to one line per record.
# Somalia (706) does not report; rows are partner (mirror) data: other countries' reported exports to Somalia and Gulf imports from Somalia and from the World.
# Filter: partner2Code 0, customsCode C00, motCode 0 (all customs regimes and transport modes). Values in current USD; net weight in kg.
# Format: Reporter (code) | Flow | Partner | HS code | Year | Trade value USD | Net weight kg | HS version
Yemen (887) | Export | Somalia | HS 62 | 2023 | 1332.591 | 0.0 | H4
Zimbabwe (716) | Export | Somalia | HS 62 | 2023 | 7277.65 | 0.0 | H6
China (156) | Export | Somalia | HS 62 | 2024 | 26358593.0 | 0.0 | H6
Egypt (818) | Export | Somalia | HS 62 | 2024 | 124153.0 | 0.0 | H6
Germany (276) | Export | Somalia | HS 62 | 2024 | 35755.591 | 0.0 | H6
India (699) | Export | Somalia | HS 62 | 2024 | 34008560.348 | 0.0 | H6
Indonesia (360) | Export | Somalia | HS 62 | 2024 | 24707469.951 | 0.0 | H6
Italy (380) | Export | Somalia | HS 62 | 2024 | 4955.138 | 0.0 | H6
Kenya (404) | Export | Somalia | HS 62 | 2024 | 57909.278 | 0.0 | H6
Kenya (404) | Re-export | Somalia | HS 62 | 2024 | 36862.831 | 0.0 | H6
Malaysia (458) | Export | Somalia | HS 62 | 2024 | 2.622 | n/a | H6
Netherlands (528) | Export | Somalia | HS 62 | 2024 | 62441.446 | 0.0 | H6
Oman (512) | Export | Somalia | HS 62 | 2024 | 1166525.356 | 0.0 | H6
Oman (512) | Re-export | Somalia | HS 62 | 2024 | 1166525.356 | 0.0 | H6
Pakistan (586) | Export | Somalia | HS 62 | 2024 | 1005442.337 | 0.0 | H6
Saudi Arabia (682) | Export | Somalia | HS 62 | 2024 | 147180.796 | 0.0 | H6
Saudi Arabia (682) | Re-export | Somalia | HS 62 | 2024 | 147180.796 | 0.0 | H6
South Africa (710) | Export | Somalia | HS 62 | 2024 | 187269.636 | 0.0 | H6
Thailand (764) | Export | Somalia | HS 62 | 2024 | 11947.389 | 0.0 | H6
Turkiye (792) | Export | Somalia | HS 62 | 2024 | 1388314.0 | 0.0 | H6
USA (842) | Export | Somalia | HS 62 | 2024 | 252144.0 | 0.0 | H6
USA (842) | Re-export | Somalia | HS 62 | 2024 | 12209.0 | 0.0 | H6
Uganda (800) | Export | Somalia | HS 62 | 2024 | 79.2 | 0.0 | H6
United Kingdom (826) | Export | Somalia | HS 62 | 2024 | 47297.444 | 0.0 | H6
Yemen (887) | Export | Somalia | HS 62 | 2024 | 26912.4 | 0.0 | H5
Zimbabwe (716) | Export | Somalia | HS 62 | 2024 | 63369.608 | 0.0 | H6
China (156) | Export | Somalia | HS 9619 | 2021 | 8352437.0 | 2804332.0 | H5
Egypt (818) | Export | Somalia | HS 9619 | 2021 | 104199.44 | 23627.942 | H4
India (699) | Export | Somalia | HS 9619 | 2021 | 329133.934 | 16347.488 | H5
Kenya (404) | Export | Somalia | HS 9619 | 2021 | 11127.463 | 1267.0 | H5
Malaysia (458) | Export | Somalia | HS 9619 | 2021 | 76510.314 | 40806.4 | H5
Oman (512) | Export | Somalia | HS 9619 | 2021 | 3407765.924 | 830943.0 | H5
Oman (512) | Re-export | Somalia | HS 9619 | 2021 | 3407765.924 | 830943.0 | H5
Saudi Arabia (682) | Export | Somalia | HS 9619 | 2021 | 118353.864 | 38755.0 | H5
South Africa (710) | Export | Somalia | HS 9619 | 2021 | 7327.178 | 266.53 | H5
Turkiye (792) | Export | Somalia | HS 9619 | 2021 | 11254669.0 | 6773667.0 | H5
United Arab Emirates (784) | Export | Somalia | HS 9619 | 2021 | 544838.34 | 169321.0 | H5
United Arab Emirates (784) | Re-export | Somalia | HS 9619 | 2021 | 525864.944 | 160654.0 | H5
China (156) | Export | Somalia | HS 9619 | 2022 | 8512366.0 | 2963307.0 | H6
Egypt (818) | Export | Somalia | HS 9619 | 2022 | 23123.0 | 5464.132 | H6
India (699) | Export | Somalia | HS 9619 | 2022 | 500724.008 | 24561.099 | H6
Indonesia (360) | Export | Somalia | HS 9619 | 2022 | 0.52 | n/a | H6
Kenya (404) | Export | Somalia | HS 9619 | 2022 | 12279.353 | 1739.0 | H6
Oman (512) | Export | Somalia | HS 9619 | 2022 | 3916410.917 | 802137.0 | H6
Oman (512) | Re-export | Somalia | HS 9619 | 2022 | 3916410.917 | 802137.0 | H6
Pakistan (586) | Export | Somalia | HS 9619 | 2022 | 1909.607 | 1000.0 | H6
Saudi Arabia (682) | Export | Somalia | HS 9619 | 2022 | 136820.263 | 41119.0 | H6
South Africa (710) | Export | Somalia | HS 9619 | 2022 | 9935.281 | 783.86 | H6
Thailand (764) | Export | Somalia | HS 9619 | 2022 | 12222.575 | 9955.0 | H6
Turkiye (792) | Export | Somalia | HS 9619 | 2022 | 12124462.0 | 5132310.0 | H6
United Arab Emirates (784) | Export | Somalia | HS 9619 | 2022 | 1154675.23 | 302955.5 | H6
United Arab Emirates (784) | Re-export | Somalia | HS 9619 | 2022 | 1130549.975 | 270276.0 | H6
United Kingdom (826) | Export | Somalia | HS 9619 | 2022 | 1220.729 | 401.0 | H6
China (156) | Export | Somalia | HS 9619 | 2023 | 10154697.0 | 3717228.0 | H6
Egypt (818) | Export | Somalia | HS 9619 | 2023 | 41134.68 | 8792.849 | H6
India (699) | Export | Somalia | HS 9619 | 2023 | 516982.731 | 54518.0 | H6
Kenya (404) | Export | Somalia | HS 9619 | 2023 | 194030.642 | 21898.75 | H6
Kenya (404) | Re-export | Somalia | HS 9619 | 2023 | 31541.754 | 2391.75 | H6
Netherlands (528) | Export | Somalia | HS 9619 | 2023 | 820.683 | 87.0 | H6
Oman (512) | Export | Somalia | HS 9619 | 2023 | 4836751.618 | 1095517.0 | H6
Oman (512) | Re-export | Somalia | HS 9619 | 2023 | 4836751.618 | 1095517.0 | H6
Saudi Arabia (682) | Export | Somalia | HS 9619 | 2023 | 70199.998 | 15005.78 | H6
Thailand (764) | Export | Somalia | HS 9619 | 2023 | 53332.521 | 51120.0 | H6
Turkiye (792) | Export | Somalia | HS 9619 | 2023 | 14145912.0 | 5552890.0 | H6
Uganda (800) | Export | Somalia | HS 9619 | 2023 | 62972.66 | 3120.0 | H6
United Arab Emirates (784) | Export | Somalia | HS 9619 | 2023 | 530697.883 | 160247.2 | H6
United Arab Emirates (784) | Re-export | Somalia | HS 9619 | 2023 | 524852.565 | 157819.0 | H6
China (156) | Export | Somalia | HS 9619 | 2024 | 13134805.0 | 4958502.0 | H6
Egypt (818) | Export | Somalia | HS 9619 | 2024 | 44460.07 | 9174.206 | H6
India (699) | Export | Somalia | HS 9619 | 2024 | 50501.466 | 2392.844 | H6
Indonesia (360) | Export | Somalia | HS 9619 | 2024 | 1322.47 | 139.27 | H6
Kenya (404) | Export | Somalia | HS 9619 | 2024 | 235046.966 | 65641.3 | H6
Netherlands (528) | Export | Somalia | HS 9619 | 2024 | 49.79 | 4.0 | H6
Oman (512) | Export | Somalia | HS 9619 | 2024 | 5911656.688 | 1135028.0 | H6
Oman (512) | Re-export | Somalia | HS 9619 | 2024 | 5911656.688 | 1135028.0 | H6
Rep. of Korea (410) | Export | Somalia | HS 9619 | 2024 | 225.0 | 4.706 | H6
Saudi Arabia (682) | Export | Somalia | HS 9619 | 2024 | 110547.731 | 26484.0 | H6
South Africa (710) | Export | Somalia | HS 9619 | 2024 | 40960.065 | 8238.37 | H6
Thailand (764) | Export | Somalia | HS 9619 | 2024 | 17627.978 | 16950.0 | H6
Turkiye (792) | Export | Somalia | HS 9619 | 2024 | 12236636.0 | 5037980.0 | H6
Yemen (887) | Export | Somalia | HS 9619 | 2024 | 25826.0 | 24462.0 | H5
Bahrain (48) | Import | World | HS 0201 | 2021 | 35311132.978 | 5618327.76 | H5
Kuwait (414) | Import | World | HS 0201 | 2021 | 150592369.0 | 19951331.665 | H5
Oman (512) | Import | World | HS 0201 | 2021 | 21698774.999 | 4027786.0 | H5
Qatar (634) | Import | World | HS 0201 | 2021 | 81184604.093 | 12804034.8 | H5
Saudi Arabia (682) | Import | World | HS 0201 | 2021 | 246342161.575 | 37101168.0 | H5
United Arab Emirates (784) | Import | World | HS 0201 | 2021 | 395543821.714 | 66332452.33 | H5
Bahrain (48) | Import | World | HS 0201 | 2022 | 41741759.341 | 6631702.46 | H6
Kuwait (414) | Import | World | HS 0201 | 2022 | 129722081.248 | 19764137.815 | H6
Oman (512) | Import | World | HS 0201 | 2022 | 23749284.748 | 4182511.0 | H6
Qatar (634) | Import | World | HS 0201 | 2022 | 98151376.999 | 13939451.65 | H6
Saudi Arabia (682) | Import | World | HS 0201 | 2022 | 276067499.232 | 39042826.0 | H6
United Arab Emirates (784) | Import | World | HS 0201 | 2022 | 470718932.783 | 73248108.53 | H6
Bahrain (48) | Import | World | HS 0201 | 2023 | 42918491.135 | 5981168.557 | H6
Kuwait (414) | Import | World | HS 0201 | 2023 | 122620094.414 | 16606996.935 | H6
Oman (512) | Import | World | HS 0201 | 2023 | 27878850.412 | 5568245.0 | H6
Qatar (634) | Import | World | HS 0201 | 2023 | 103618414.222 | 13120578.318 | H6
Saudi Arabia (682) | Import | World | HS 0201 | 2023 | 312089646.331 | 34104101.824 | H6
United Arab Emirates (784) | Import | World | HS 0201 | 2023 | 485734159.914 | 81218236.91 | H6
Yemen (887) | Import | World | HS 0201 | 2023 | 53570.153 | 78433.0 | H4
Bahrain (48) | Import | World | HS 0201 | 2024 | 46126249.993 | 7031949.59 | H6
Kuwait (414) | Import | World | HS 0201 | 2024 | 116749842.0 | 16466670.049 | H6
Oman (512) | Import | World | HS 0201 | 2024 | 27116712.571 | 4917419.0 | H6
Qatar (634) | Import | World | HS 0201 | 2024 | 107523277.195 | 14115238.62 | H6
Saudi Arabia (682) | Import | World | HS 0201 | 2024 | 341105607.739 | 54986620.0 | H6
Yemen (887) | Import | World | HS 0201 | 2024 | 20817.0 | 26552.0 | H5
Bahrain (48) | Import | World | HS 0202 | 2021 | 30347616.371 | 7332892.98 | H5
Kuwait (414) | Import | World | HS 0202 | 2021 | 99317700.0 | 20429693.224 | H5
Oman (512) | Import | World | HS 0202 | 2021 | 50259209.284 | 15846742.0 | H5
Qatar (634) | Import | World | HS 0202 | 2021 | 59091760.533 | 13510260.53 | H5
Saudi Arabia (682) | Import | World | HS 0202 | 2021 | 403650176.042 | 92927942.0 | H5
United Arab Emirates (784) | Import | World | HS 0202 | 2021 | 327546789.203 | 83190381.59 | H5
Bahrain (48) | Import | World | HS 0202 | 2022 | 34346032.768 | 7330947.71 | H6
Kuwait (414) | Import | World | HS 0202 | 2022 | 130905536.056 | 19025640.197 | H6
Oman (512) | Import | World | HS 0202 | 2022 | 56847087.037 | 17310227.0 | H6
Qatar (634) | Import | World | HS 0202 | 2022 | 92885027.566 | 17696062.22 | H6
Saudi Arabia (682) | Import | World | HS 0202 | 2022 | 459673119.442 | 97630145.0 | H6
United Arab Emirates (784) | Import | World | HS 0202 | 2022 | 417763442.608 | n/a | H6
Bahrain (48) | Import | World | HS 0202 | 2023 | 31989668.278 | 4827677.015 | H6
Kuwait (414) | Import | World | HS 0202 | 2023 | 86301368.804 | 18076429.122 | H6
Oman (512) | Import | World | HS 0202 | 2023 | 60464171.557 | 18778106.0 | H6
Qatar (634) | Import | World | HS 0202 | 2023 | 56045849.249 | 8491427.607 | H6
Saudi Arabia (682) | Import | World | HS 0202 | 2023 | 488955581.643 | 79651629.674 | H6
United Arab Emirates (784) | Import | World | HS 0202 | 2023 | 385241347.317 | 95714785.07 | H6
Yemen (887) | Import | World | HS 0202 | 2023 | 247883.593 | 298870.0 | H4
Bahrain (48) | Import | World | HS 0202 | 2024 | 35656702.418 | 7430952.37 | H6
Kuwait (414) | Import | World | HS 0202 | 2024 | 105244931.0 | 15650852.737 | H6
Oman (512) | Import | World | HS 0202 | 2024 | 70100010.293 | 21345387.0 | H6
Qatar (634) | Import | World | HS 0202 | 2024 | 77982065.988 | 15233901.93 | H6
Saudi Arabia (682) | Import | World | HS 0202 | 2024 | 626057698.749 | 140867947.0 | H6
Yemen (887) | Import | World | HS 0202 | 2024 | 107682.213 | 67010.0 | H5
Bahrain (48) | Import | World | HS 0204 | 2021 | 42752085.535 | 7461916.1 | H5
Kuwait (414) | Import | World | HS 0204 | 2021 | 85988147.0 | 9945006.04 | H5
Oman (512) | Import | World | HS 0204 | 2021 | 52975719.033 | 11390266.0 | H5
Qatar (634) | Import | World | HS 0204 | 2021 | 131205396.963 | 19810573.96 | H5
Saudi Arabia (682) | Import | World | HS 0204 | 2021 | 139565800.511 | 22585372.0 | H5
United Arab Emirates (784) | Import | World | HS 0204 | 2021 | 383912378.605 | 54832719.23 | H5
Bahrain (48) | Import | World | HS 0204 | 2022 | 54940031.987 | 8940252.24 | H6
Kuwait (414) | Import | World | HS 0204 | 2022 | 119921764.437 | 14971294.801 | H6
Oman (512) | Import | World | HS 0204 | 2022 | 64920772.33 | 13327882.0 | H6
Qatar (634) | Import | World | HS 0204 | 2022 | 170307011.684 | 23864838.5 | H6
Saudi Arabia (682) | Import | World | HS 0204 | 2022 | 210820112.329 | 30185634.454 | H6
United Arab Emirates (784) | Import | World | HS 0204 | 2022 | 449323742.246 | 62938840.426 | H6
Bahrain (48) | Import | World | HS 0204 | 2023 | 47910013.384 | 7239455.008 | H6
Kuwait (414) | Import | World | HS 0204 | 2023 | 157811743.896 | 17073809.05 | H6
Oman (512) | Import | World | HS 0204 | 2023 | 61857227.471 | 14526695.0 | H6
Qatar (634) | Import | World | HS 0204 | 2023 | 128436222.211 | 17581640.418 | H6
Saudi Arabia (682) | Import | World | HS 0204 | 2023 | 185992896.417 | 27505857.45 | H6
United Arab Emirates (784) | Import | World | HS 0204 | 2023 | 435348411.2 | 66110923.14 | H6
Yemen (887) | Import | World | HS 0204 | 2023 | 85134.557 | 89880.0 | H4
Bahrain (48) | Import | World | HS 0204 | 2024 | 57005473.231 | 10755601.63 | H6
Kuwait (414) | Import | World | HS 0204 | 2024 | 210169883.0 | 26244950.956 | H6
Oman (512) | Import | World | HS 0204 | 2024 | 70358600.67 | 16585832.0 | H6
Qatar (634) | Import | World | HS 0204 | 2024 | 151082533.132 | 25063740.26 | H6
Saudi Arabia (682) | Import | World | HS 0204 | 2024 | 256631705.851 | 45200356.0 | H6
Yemen (887) | Import | World | HS 0204 | 2024 | 45281.44 | 33600.0 | H5
Bahrain (48) | Import | World | HS 0208 | 2021 | 317415.238 | 61000.95 | H5
Kuwait (414) | Import | World | HS 0208 | 2021 | 852497.0 | 179893.08 | H5
Oman (512) | Import | World | HS 0208 | 2021 | 7787628.076 | 1964751.0 | H5
Qatar (634) | Import | World | HS 0208 | 2021 | 541311.532 | 70283.37 | H5
Saudi Arabia (682) | Import | World | HS 0208 | 2021 | 1648114.359 | 646470.0 | H5
United Arab Emirates (784) | Import | World | HS 0208 | 2021 | 2081958.564 | 494994.49 | H5
Bahrain (48) | Import | World | HS 0208 | 2022 | 237031.808 | 44572.45 | H6
Kuwait (414) | Import | World | HS 0208 | 2022 | 1176658.259 | 170751.335 | H6
Oman (512) | Import | World | HS 0208 | 2022 | 7431841.341 | 1702128.0 | H6
Qatar (634) | Import | World | HS 0208 | 2022 | 744324.75 | 86622.39 | H6
Saudi Arabia (682) | Import | World | HS 0208 | 2022 | 228685.594 | 40400.0 | H6
United Arab Emirates (784) | Import | World | HS 0208 | 2022 | 2977360.905 | 669964.29 | H6
Bahrain (48) | Import | World | HS 0208 | 2023 | 353655.837 | 36984.693 | H6
Kuwait (414) | Import | World | HS 0208 | 2023 | 1908771.243 | 274596.28 | H6
Oman (512) | Import | World | HS 0208 | 2023 | 7611737.309 | 1708378.0 | H6
Qatar (634) | Import | World | HS 0208 | 2023 | 1959227.845 | n/a | H6
Saudi Arabia (682) | Import | World | HS 0208 | 2023 | 361370.124 | 50543.716 | H6
United Arab Emirates (784) | Import | World | HS 0208 | 2023 | 2564599.43 | 536112.88 | H6
Yemen (887) | Import | World | HS 0208 | 2023 | 257.119 | 120.0 | H4
Bahrain (48) | Import | World | HS 0208 | 2024 | 391597.02 | 49743.5 | H6
Kuwait (414) | Import | World | HS 0208 | 2024 | 1692641.0 | 217514.636 | H6
Oman (512) | Import | World | HS 0208 | 2024 | 5529310.785 | 1253005.0 | H6
Qatar (634) | Import | World | HS 0208 | 2024 | 1344577.958 | 181933.71 | H6
Saudi Arabia (682) | Import | World | HS 0208 | 2024 | 248507.46 | 6477.0 | H6
Bahrain (48) | Import | Somalia | HS 0102 | 2021 | 978611.965 | 539876.0 | H5
Kuwait (414) | Import | Somalia | HS 0102 | 2021 | 2195361.0 | 1021244.0 | H5
Oman (512) | Import | Somalia | HS 0102 | 2021 | 32810600.729 | 16389839.0 | H5
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2021 | 1390029.369 | 2065800.0 | H5
Bahrain (48) | Import | Somalia | HS 0102 | 2022 | 1574721.937 | 593150.0 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2022 | 1397963.95 | 417402.778 | H6
Oman (512) | Import | Somalia | HS 0102 | 2022 | 31069518.807 | 15238111.0 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2022 | 305768.374 | 124750.0 | H6
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2022 | 3242129.521 | 4314840.0 | H6
Bahrain (48) | Import | Somalia | HS 0102 | 2023 | 812175.843 | 216512.564 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2023 | 1850298.909 | 1045960.0 | H6
Oman (512) | Import | Somalia | HS 0102 | 2023 | 34756548.71 | 17632200.0 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2023 | 2353868.124 | 586149.638 | H6
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2023 | 3255474.382 | 4579080.0 | H6
Yemen (887) | Import | Somalia | HS 0102 | 2023 | 1434664.183 | 1545340.0 | H4
Bahrain (48) | Import | Somalia | HS 0102 | 2024 | 5422696.499 | 1437287.0 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2024 | 3971560.0 | 1003987.039 | H6
Oman (512) | Import | Somalia | HS 0102 | 2024 | 48908340.626 | 20593850.0 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2024 | 6024776.594 | 2258850.0 | H6
Yemen (887) | Import | Somalia | HS 0102 | 2024 | 2035010.0 | 879160.0 | H5
Bahrain (48) | Import | Somalia | HS 0104 | 2021 | 4705296.156 | 1981630.0 | H5
Kuwait (414) | Import | Somalia | HS 0104 | 2021 | 1474553.0 | 667810.0 | H5
Oman (512) | Import | Somalia | HS 0104 | 2021 | 150674457.502 | 21792617.0 | H5
Qatar (634) | Import | Somalia | HS 0104 | 2021 | 6476367.416 | 1346100.0 | H5
Saudi Arabia (682) | Import | Somalia | HS 0104 | 2021 | 33271354.902 | 12551670.0 | H5
United Arab Emirates (784) | Import | Somalia | HS 0104 | 2021 | 16109927.664 | 15229530.0 | H5
Bahrain (48) | Import | Somalia | HS 0104 | 2022 | 6338132.215 | 1933458.0 | H6
Kuwait (414) | Import | Somalia | HS 0104 | 2022 | 793498.729 | 209623.239 | H6
Oman (512) | Import | Somalia | HS 0104 | 2022 | 143538832.025 | 23084445.0 | H6
Qatar (634) | Import | Somalia | HS 0104 | 2022 | 8512581.322 | 1677904.0 | H6
Saudi Arabia (682) | Import | Somalia | HS 0104 | 2022 | 109738196.723 | 24696210.0 | H6
United Arab Emirates (784) | Import | Somalia | HS 0104 | 2022 | 9958744.446 | 9606770.0 | H6
Bahrain (48) | Import | Somalia | HS 0104 | 2023 | 7054660.54 | 1713317.251 | H6
Kuwait (414) | Import | Somalia | HS 0104 | 2023 | 2053247.815 | 749330.0 | H6
Oman (512) | Import | Somalia | HS 0104 | 2023 | 139466434.112 | 22840045.0 | H6
Qatar (634) | Import | Somalia | HS 0104 | 2023 | 9541738.519 | 1402726.146 | H6
Saudi Arabia (682) | Import | Somalia | HS 0104 | 2023 | 205190807.67 | 51647576.576 | H6
United Arab Emirates (784) | Import | Somalia | HS 0104 | 2023 | 13524256.415 | 13122390.0 | H6
Yemen (887) | Import | Somalia | HS 0104 | 2023 | 3229275.826 | 4047106.0 | H4
Bahrain (48) | Import | Somalia | HS 0104 | 2024 | 10052014.757 | 2569000.0 | H6
Kuwait (414) | Import | Somalia | HS 0104 | 2024 | 4997083.0 | 1115044.291 | H6
Oman (512) | Import | Somalia | HS 0104 | 2024 | 160561193.507 | 24088641.0 | H6
Qatar (634) | Import | Somalia | HS 0104 | 2024 | 14181442.336 | 4288442.0 | H6
Saudi Arabia (682) | Import | Somalia | HS 0104 | 2024 | 264955038.176 | 82022985.0 | H6
Yemen (887) | Import | Somalia | HS 0104 | 2024 | 7249260.0 | 4817140.0 | H5
Bahrain (48) | Import | Somalia | HS 0106 | 2021 | 18851.277 | 21400.0 | H5
Kuwait (414) | Import | Somalia | HS 0106 | 2021 | 1485674.0 | 1480224.0 | H5
Oman (512) | Import | Somalia | HS 0106 | 2021 | 549214.564 | 149700.0 | H5
Saudi Arabia (682) | Import | Somalia | HS 0106 | 2021 | 9509728.029 | 7878000.0 | H5
Bahrain (48) | Import | Somalia | HS 0106 | 2022 | 51855.133 | 78000.0 | H6
Kuwait (414) | Import | Somalia | HS 0106 | 2022 | 1280042.845 | n/a | H6
Oman (512) | Import | Somalia | HS 0106 | 2022 | 3370694.403 | 893700.0 | H6
Saudi Arabia (682) | Import | Somalia | HS 0106 | 2022 | 15029383.624 | 10178350.0 | H6
Bahrain (48) | Import | Somalia | HS 0106 | 2023 | 70079.207 | n/a | H6
Kuwait (414) | Import | Somalia | HS 0106 | 2023 | 327622.17 | 262500.0 | H6
Oman (512) | Import | Somalia | HS 0106 | 2023 | 575947.983 | 246300.0 | H6
Qatar (634) | Import | Somalia | HS 0106 | 2023 | 871425.794 | n/a | H6
Saudi Arabia (682) | Import | Somalia | HS 0106 | 2023 | 71524100.079 | n/a | H6
Yemen (887) | Import | Somalia | HS 0106 | 2023 | 437028.261 | 396000.0 | H4
Kuwait (414) | Import | Somalia | HS 0106 | 2024 | 720827.0 | 178345.223 | H6
Oman (512) | Import | Somalia | HS 0106 | 2024 | 907027.307 | 905850.0 | H6
Qatar (634) | Import | Somalia | HS 0106 | 2024 | 1936312.67 | 923650.0 | H6
Saudi Arabia (682) | Import | Somalia | HS 0106 | 2024 | 77741749.523 | 55605300.0 | H6
Yemen (887) | Import | Somalia | HS 0106 | 2024 | 1123500.0 | 535510.0 | H5
Bahrain (48) | Import | Somalia | HS 0202 | 2021 | 61374.734 | 16876.0 | H5
Oman (512) | Import | Somalia | HS 0202 | 2021 | 114699.61 | 34736.0 | H5
Oman (512) | Import | Somalia | HS 0202 | 2022 | 110330.299 | 29828.0 | H6
Oman (512) | Import | Somalia | HS 0202 | 2023 | 121362.809 | 26305.0 | H6
Bahrain (48) | Import | Somalia | HS 0204 | 2021 | 139847.446 | 31035.0 | H5
Oman (512) | Import | Somalia | HS 0204 | 2021 | 3179544.858 | 1092278.0 | H5
Bahrain (48) | Import | Somalia | HS 0204 | 2022 | 691092.232 | 177680.0 | H6
Oman (512) | Import | Somalia | HS 0204 | 2022 | 1768197.657 | 582103.0 | H6
Oman (512) | Import | Somalia | HS 0204 | 2023 | 965890.766 | 324112.0 | H6
United Arab Emirates (784) | Import | Somalia | HS 0204 | 2023 | 177134.911 | 28080.1 | H6
Oman (512) | Import | Somalia | HS 0204 | 2024 | 1705149.542 | 521281.0 | H6
Oman (512) | Import | Somalia | HS 0208 | 2021 | 2551.365 | 625.0 | H5
Oman (512) | Import | Somalia | HS 1207 | 2021 | 54309.493 | 77500.0 | H5
Saudi Arabia (682) | Import | Somalia | HS 1207 | 2021 | 109947.464 | 67820.0 | H5
United Arab Emirates (784) | Import | Somalia | HS 1207 | 2021 | 3817653.889 | 3154350.0 | H5
Saudi Arabia (682) | Import | Somalia | HS 1207 | 2022 | 353499.724 | 154800.0 | H6
United Arab Emirates (784) | Import | Somalia | HS 1207 | 2022 | 473097.877 | 278194.0 | H6
Bahrain (48) | Import | Somalia | HS 1207 | 2023 | 1020.181 | 422.168 | H6
Oman (512) | Import | Somalia | HS 1207 | 2023 | 29716.515 | 35648.0 | H6
United Arab Emirates (784) | Import | Somalia | HS 1207 | 2023 | 637816.146 | 378850.0 | H6
Yemen (887) | Import | Somalia | HS 1207 | 2023 | 1389.783 | 3750.0 | H4
Kuwait (414) | Import | Somalia | HS 1207 | 2024 | 7775.0 | 3215.773 | H6
Oman (512) | Import | Somalia | HS 1207 | 2024 | 1553778.931 | 1053950.0 | H6
Saudi Arabia (682) | Import | Somalia | HS 1207 | 2024 | 2286342.876 | 1373585.0 | H6
Yemen (887) | Import | Somalia | HS 1207 | 2024 | 605.499 | 865.0 | H5
United Arab Emirates (784) | Import | Somalia | HS 4101 | 2021 | 69824.341 | 79194.0 | H5
Oman (512) | Import | Somalia | HS 4102 | 2021 | 41261.378 | 19600.0 | H5
Oman (512) | Import | Somalia | HS 4102 | 2022 | 31547.464 | 18500.0 | H6
=== PAGE 2 ===
# Live-animal rows from the same stored CSV (Gulf imports from Somalia, HS 0102 bovine, 0104 sheep and goats, 0106 other live animals incl. camels), with the quantity field.
# Format: Reporter (code) | Flow | Partner | HS code | Year | Trade value USD | Net weight kg | Quantity | Quantity unit code (5 = number of items) | HS version
Bahrain (48) | Import | Somalia | HS 0102 | 2021 | 978611.965 | 539876.0 | 3315.0 | 5 | H5
Kuwait (414) | Import | Somalia | HS 0102 | 2021 | 2195361.0 | 1021244.0 | 4356.0 | 5 | H5
Oman (512) | Import | Somalia | HS 0102 | 2021 | 32810600.729 | 16389839.0 | 33677.212 | 5 | H5
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2021 | 1390029.369 | 2065800.0 | 706.486 | 5 | H5
Bahrain (48) | Import | Somalia | HS 0102 | 2022 | 1574721.937 | 593150.0 | 3219.0 | 5 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2022 | 1397963.95 | 417402.778 | 1336.955 | 5 | H6
Oman (512) | Import | Somalia | HS 0102 | 2022 | 31069518.807 | 15238111.0 | 29882.491 | 5 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2022 | 305768.374 | 124750.0 | 499.0 | 5 | H6
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2022 | 3242129.521 | 4314840.0 | 2841.102 | 5 | H6
Bahrain (48) | Import | Somalia | HS 0102 | 2023 | 812175.843 | 216512.564 | 710.527 | 5 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2023 | 1850298.909 | 1045960.0 | 1518.423 | 5 | H6
Oman (512) | Import | Somalia | HS 0102 | 2023 | 34756548.71 | 17632200.0 | 31088.384 | 5 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2023 | 2353868.124 | 586149.638 | 1505.789 | 5 | H6
United Arab Emirates (784) | Import | Somalia | HS 0102 | 2023 | 3255474.382 | 4579080.0 | 2515.138 | 5 | H6
Yemen (887) | Import | Somalia | HS 0102 | 2023 | 1434664.183 | 1545340.0 | 1087.913 | 5 | H4
Bahrain (48) | Import | Somalia | HS 0102 | 2024 | 5422696.499 | 1437287.0 | 8324.0 | 5 | H6
Kuwait (414) | Import | Somalia | HS 0102 | 2024 | 3971560.0 | 1003987.039 | 3205.813 | 5 | H6
Oman (512) | Import | Somalia | HS 0102 | 2024 | 48908340.626 | 20593850.0 | 43012.984 | 5 | H6
Qatar (634) | Import | Somalia | HS 0102 | 2024 | 6024776.594 | 2258850.0 | 4586.482 | 5 | H6
Yemen (887) | Import | Somalia | HS 0102 | 2024 | 2035010.0 | 879160.0 | 1789.712 | 5 | H5
