reporterCode,flowCode,partnerCode,cmdCode,refYear,primaryValue,fobvalue,cifvalue,netWgt,qty,qtyUnitCode,classificationCode,isReported,isAggregate
792,X,706,9619,2023,14145912.0,14145912.0,,5552890.0,5552890.0,8,H6,False,True
792,X,706,0402,2024,1891.0,1891.0,,1390.0,1390.0,8,H6,False,True
792,X,706,1006,2024,16695.0,16695.0,,7005.0,7005.0,8,H6,False,True
792,X,706,1101,2024,59017409.0,59017409.0,,183228059.0,183228059.0,8,H6,False,True
792,X,706,1509,2024,295880.0,295880.0,,37341.0,37341.0,8,H6,False,True
792,X,706,1510,2024,14804.0,14804.0,,3003.0,3003.0,8,H6,False,True
792,X,706,1512,2024,7736610.0,7736610.0,,6031666.0,6031666.0,8,H6,False,True
792,X,706,1516,2024,3224.0,3224.0,,948.0,948.0,8,H6,False,True
792,X,706,1517,2024,23318.0,23318.0,,6990.0,6990.0,8,H6,False,True
792,X,706,1701,2024,2003.0,2003.0,,815.0,815.0,8,H6,False,True
792,X,706,1902,2024,122651904.0,122651904.0,,196563509.0,196563509.0,8,H6,False,True
792,X,706,3401,2024,390807.0,390807.0,,346128.0,346128.0,8,H6,False,True
792,X,706,3402,2024,373616.0,373616.0,,408317.0,408317.0,8,H6,False,True
792,X,706,61,2024,1474651.0,1474651.0,,0.0,0.0,-1,H6,False,True
792,X,706,62,2024,1388314.0,1388314.0,,0.0,0.0,-1,H6,False,True
792,X,706,9619,2024,12236636.0,12236636.0,,5037980.0,5037980.0,8,H6,False,True
512,X,706,0402,2021,46782304.218,46782304.218,,13674225.0,13674225.0,8,H5,False,True
512,X,706,1006,2021,294499.349,294499.349,,336939.0,336939.0,8,H5,False,True
512,X,706,1101,2021,26739989.555,26739989.555,,80029150.0,80029150.0,8,H5,False,True
512,X,706,1509,2021,139459.037,139459.037,,0.0,0.0,-1,H5,False,True
512,X,706,1511,2021,13017310.773,13017310.773,,10406589.0,10406589.0,8,H5,False,True
512,X,706,1512,2021,436798.439,436798.439,,367138.0,367138.0,8,H5,False,True
512,X,706,1513,2021,125243.173,125243.173,,65805.0,65805.0,8,H5,False,True
512,X,706,1515,2021,241693.108,241693.108,,171426.0,171426.0,8,H5,False,True
512,X,706,1516,2021,27586.476,27586.476,,37641.0,37641.0,8,H5,False,True
512,X,706,1902,2021,25198689.167,25198689.167,,49441360.0,49441360.0,8,H5,False,True
512,X,706,3401,2021,540052.015,540052.015,,746959.0,746959.0,8,H5,False,True
512,X,706,3402,2021,2074618.982,2074618.982,,0.0,0.0,-1,H5,False,True
512,X,706,61,2021,901222.365,901222.365,,0.0,0.0,-1,H5,False,True
512,X,706,62,2021,403326.397,403326.397,,0.0,0.0,-1,H5,False,True
512,X,706,9619,2021,3407765.924,3407765.924,,830943.0,830943.0,8,H5,False,True
512,X,706,0402,2022,57844257.387,57844257.387,,14866924.0,14866924.0,8,H6,False,True
512,X,706,1006,2022,984743.822,984743.822,,1957627.0,1957627.0,8,H6,False,True
512,X,706,1101,2022,32450054.566,32450054.566,,68282000.0,68282000.0,8,H6,False,True
512,X,706,1509,2022,363118.335,363118.335,,100217.0,100217.0,8,H6,False,True
512,X,706,1510,2022,31360.208,31360.208,,10090.0,10090.0,8,H6,False,True
512,X,706,1511,2022,13559159.927,13559159.927,,8327586.0,8327586.0,8,H6,False,True
512,X,706,1512,2022,177641.092,177641.092,,128869.0,128869.0,8,H6,False,True
512,X,706,1513,2022,38663.199,38663.199,,14586.0,14586.0,8,H6,False,True
512,X,706,1701,2022,654522.756,654522.756,,1050000.0,1050000.0,8,H6,False,True
512,X,706,1902,2022,9737661.883,9737661.883,,17135665.0,17135665.0,8,H6,False,True
512,X,706,3401,2022,1135846.552,1135846.552,,982188.0,982188.0,8,H6,False,True
512,X,706,3402,2022,3349643.688,3349643.688,,2998532.0,2998532.0,8,H6,False,True
512,X,706,61,2022,669729.518,669729.518,,0.0,0.0,-1,H6,False,True
512,X,706,62,2022,357089.726,357089.726,,0.0,0.0,-1,H6,False,True
512,X,706,9619,2022,3916410.917,3916410.917,,802137.0,802137.0,8,H6,False,True
512,X,706,0402,2023,42242728.152,42242728.152,,11673780.0,11673780.0,8,H6,False,True
512,X,706,1006,2023,593672.301,593672.301,,693328.0,693328.0,8,H6,False,True
512,X,706,1101,2023,30339240.525,30339240.525,,65467549.0,65467549.0,8,H6,False,True
512,X,706,1509,2023,213349.805,213349.805,,51782.0,51782.0,8,H6,False,True
512,X,706,1511,2023,6168057.208,6168057.208,,5229362.0,5229362.0,8,H6,False,True
512,X,706,1512,2023,710762.027,710762.027,,512937.0,512937.0,8,H6,False,True
512,X,706,1513,2023,292434.33,292434.33,,175829.0,175829.0,8,H6,False,True
512,X,706,1902,2023,13438041.591,13438041.591,,22641712.0,22641712.0,8,H6,False,True
512,X,706,3401,2023,1418465.537,1418465.537,,1609448.0,1609448.0,8,H6,False,True
512,X,706,3402,2023,2347908.969,2347908.969,,2748948.0,2748948.0,8,H6,False,True
512,X,706,61,2023,984871.26,984871.26,,0.0,0.0,-1,H6,False,True
512,X,706,62,2023,1427487.644,1427487.644,,0.0,0.0,-1,H6,False,True
512,X,706,9619,2023,4836751.618,4836751.618,,1095517.0,1095517.0,8,H6,False,True
512,X,706,0402,2024,37473979.135,37473979.135,,10619583.0,10619583.0,8,H6,False,True
512,X,706,1006,2024,4438673.595,4438673.595,,5207543.0,5207543.0,8,H6,False,True
512,X,706,1101,2024,31402556.518,31402556.518,,82358500.0,82358500.0,8,H6,False,True
512,X,706,1509,2024,46.814,46.814,,60.0,60.0,8,H6,False,True
512,X,706,1510,2024,73674.902,73674.902,,11735.0,11735.0,8,H6,False,True
512,X,706,1511,2024,13018267.86,13018267.86,,11000996.0,11000996.0,8,H6,False,True
512,X,706,1512,2024,616202.86,616202.86,,651929.0,651929.0,8,H6,False,True
512,X,706,1513,2024,215146.944,215146.944,,86927.0,86927.0,8,H6,False,True
512,X,706,1516,2024,180910.273,180910.273,,175811.0,175811.0,8,H6,False,True
512,X,706,1701,2024,203859.558,203859.558,,270810.0,270810.0,8,H6,False,True
512,X,706,1902,2024,17295591.65,17295591.65,,30779106.0,30779106.0,8,H6,False,True
512,X,706,3401,2024,2454494.144,2454494.144,,2455756.0,2455756.0,8,H6,False,True
512,X,706,3402,2024,2377526.654,2377526.654,,2866615.0,2866615.0,8,H6,False,True
512,X,706,61,2024,1002156.045,1002156.045,,0.0,0.0,-1,H6,False,True
512,X,706,62,2024,1166525.356,1166525.356,,0.0,0.0,-1,H6,False,True
512,X,706,9619,2024,5911656.688,5911656.688,,1135028.0,1135028.0,8,H6,False,True
512,RX,706,0402,2021,1162088.425,1162088.425,,341992.0,341992.0,8,H5,False,True
512,RX,706,1006,2021,294499.349,294499.349,,336939.0,336939.0,8,H5,False,True
512,RX,706,1509,2021,139459.037,139459.037,,0.0,0.0,-1,H5,False,True
512,RX,706,1511,2021,512873.861,512873.861,,418717.0,418717.0,8,H5,False,True
512,RX,706,1512,2021,294143.042,294143.042,,252738.0,252738.0,8,H5,False,True
512,RX,706,1513,2021,125243.173,125243.173,,65805.0,65805.0,8,H5,False,True
512,RX,706,1515,2021,106166.45,106166.45,,73317.0,73317.0,8,H5,False,True
512,RX,706,1516,2021,27586.476,27586.476,,37641.0,37641.0,8,H5,False,True
512,RX,706,1902,2021,8291003.888,8291003.888,,17468320.0,17468320.0,8,H5,False,True
512,RX,706,3401,2021,531908.972,531908.972,,710959.0,710959.0,8,H5,False,True
